nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;hwd;pronSampa;pronIpa;pronPos
2;năʹrro_w_;;;;a.;18.0;146;narrow;narrow;n E r\ @U;nɛɹoʊ;adjective
2;năʹſty;;;;a.;20.0;146;nasty;nasty;n { s t i:;næstiː;adjective
2;nāʹtal;;;;a.;21.0;146;natal;natal;n eI 4 @ l;n?ɾəl;adjective
3;nāʹtion;;;;n.;22.0;146;nation;nation;n eI S @ n;n?ʃən;noun
4;nāʹtional;;;;a.;23.0;146;national;national;n { S @ n @ l;næʃənəl;adjective
2;nāʹtĭve;L.;;;n.;24.0;146;native;native;n eI 4 i v;n?ɾiv;noun
4;nātĭʹvĭty;L.;;;n.;25.0;146;nativity;nativity;n @ t I v @ 4 i:;nətɪvəɾiː;noun
3;nāʹtūral;;;;a.;26.0;146;natural;natural;n { tS 3:r @ l;næ?ɜ:rəl;adjective
4;nāʹtūrăliſt;;;;n.;27.0;146;naturalist;naturalist;n { tS 3:r @ l @ s t;næ?ɜ:rələst;noun
4;natūrălīze;;nbSyll>1 et pas d'accent tonic;;v.;29.0;146;naturalize;naturalize;n { tS 3:r @ l aI z;næ?ɜ:rəl?z;verb
2;nāʹtūre;;;;n.;30.0;146;nature;nature;n eI tS 3:r;n??ɜ:r;noun
2;nāʹvăl;L.;;;a.;31.0;146;naval;naval;n eI v @ l;n?vəl;adjective
1;nāve;;;;n.;32.0;146;nave;nave;n eI v;n?v;noun
2;nāʹvĕl;;;;n.;33.0;146;navel;navel;n eI v @ l;n?vəl;noun
3;nauʹ_gh_tĭneſs;;;;n.;34.0;146;naughtiness;naughtiness;n O: 4 i: n i s;nOːɾiːnis;noun
4;nāʹvĭgable;L.;;;a.;35.0;146;navigable;navigable;n { v @ g @ b @ l;nævəgəbəl;adjective
3;nāʹvĭgāte;;;;v.;36.0;146;navigate;navigate;n { v @ g eI t;nævəg?t;verb
5;nāvĭgāʹtion;;;;n.;37.0;146;navigation;navigation;n { v @ g eI S @ n;nævəg?ʃən;noun
4;nāvĭgāʹtor;;;;n.;38.0;146;navigator;navigator;n { v @ g eI 4 3:r;nævəg?ɾɜ:r;noun
3;nauʹſe_o_us;;;;a.;41.0;146;nauseous;nauseous;n O: S @ s;nOːʃəs;adjective
3;nauʹtĭcal;;;;a.;42.0;146;nautical;nautical;n O: 4 @ k @ l;nOːɾəkəl;adjective
2;nāʹvy;L.;;;n.;43.0;146;navy;navy;n eI v i:;n?viː;noun
2;neaʹrneſs;;;;n.;45.0;146;nearness;nearness;n I r\ n @ s;nɪɹnəs;noun
1;neat;;;;n.;46.0;146;neat;neat;n i: t;niːt;noun
3;nĕʹbŭl_o_us;;;;a.;47.0;146;nebulous;nebulous;n E b j @ l @ s;nɛbjələs;adjective
4;nĕʹcĕſsăry;L.;;;a.;49.0;146;necessary;necessary;n E s @ s E r\ i:;nɛsəsɛɹiː;adjective
4;necĕʹſsĭtāte;;;;v.;50.0;146;necessitate;necessitate;n @ s E s @ t eI t;nəsɛsət?t;verb
4;necĕʹſsĭty;;;;n.;52.0;146;necessity;necessity;n @ s E s @ 4 i:;nəsɛsəɾiː;noun
1;neck;;;;n.;53.0;146;neck;neck;n E k;nɛk;noun
4;nĕʹcrŏmăncy;;;;n.;55.0;146;necromancy;necromancy;n E k r\ @ m { n s i:;nɛkɹəmænsiː;noun
2;nĕʹctăr;G.;;;n.;57.0;146;nectar;nectar;n E k t 3:r;nɛktɜ:r;noun
1;need;;;;n.;60.0;146;need;need;n i: d;niːd;noun
2;neeʹdful;;;;a.;61.0;146;needful;needful;n i: d f @ l;niːdfəl;adjective
2;neeʹdle;;;;n.;62.0;146;needle;needle;n i: 4 @ l;niːɾəl;noun
2;neeʹdleſs;;;;a.;63.0;146;needless;needless;n i: d l @ s;niːdləs;adjective
4;nĕfaʹrĭ_o_us;L.;;;a.;65.0;146;nefarious;nefarious;n @ f E r\ i: @ s;nəfɛɹiːəs;adjective
4;negāʹtion;L.;;;n.;66.0;146;negation;negation;n @ g eI S @ n;nəg?ʃən;noun
3;nĕʹgătive;;;;n.;67.0;146;negative;negative;n E g @ 4 i v;nɛgəɾiv;noun
2;neglĕʹct;;;;n.;68.0;146;neglect;neglect;n @ g l E k t;nəglɛkt;noun
3;nĕʹglĭgĕnce;L.;;;n.;69.0;146;negligence;negligence;n E g l @ dZ @ n s;nɛglə?əns;noun
3;nĕʹglĭgent;;;;a.;70.0;146;negligent;negligent;n E g l @ dZ @ n t;nɛglə?ənt;adjective
4;nĕgōʹtiate;;;;v.;71.0;146;negotiate;negotiate;n @ g @U S i: eI t;nəgoʊʃiː?t;verb
6;nĕgōtiāʹtion;;;;n.;72.0;146;negotiation;negotiation;n i g @U S i: eI S @ n;nigoʊʃiː?ʃən;noun
5;nĕgōtiāʹtor;;;;n.;73.0;146;negotiator;negotiator;n @ g @U S i: eI 4 3:r;nəgoʊʃiː?ɾɜ:r;noun
2;neʹgroes;;;;n.;2.0;147;negroes;negroes;n i: g r\ @U z;niːgɹoʊz;noun
1;neice;F.;;;n.;3.0;147;neice;neice;n i: s;niːs;noun
2;neiʹ_gh_bo_u_r;;;;n.;5.0;147;neighbour;neighbour;n eI b 3:r;n?bɜ:r;noun
3;neiʹ_gh_bo_u_rhood;;;;n.;6.0;147;neighbourhood;neighbourhood;n eI b 3:r h U d;n?bɜ:rhʊd;noun
3;neiʹ_gh_bo_u_rly;;;;a.;7.0;147;neighbourly;neighbourly;n eI b 3:r l i:;n?bɜ:rliː;adjective
2;neiʹther;;;;p.;8.0;147;neither;neither;n i: D 3:r;niːðɜ:r;pronoun
3;nemėʹȧn;;;;n.;9.0;147;nemean;nemean;n i: m i: @ n;niːmiːən;noun
3;nĕʹmĕſis;G.;;;n.;10.0;147;nemesis;nemesis;n E m @ s i s;nɛməsis;noun
2;neʹphĕw;F.;;;n.;11.0;147;nephew;nephew;n E f j u;nɛfju;noun
2;nĕʹptūne;;;;n.;15.0;147;neptune;neptune;n E p t u n;nɛptun;noun
1;nerve;L.;;;n.;18.0;147;nerve;nerve;n 3:r v;nɜ:rv;noun
2;nĕʹrv_o_us;;;;a.;19.0;147;nervous;nervous;n 3:r v @ s;nɜ:rvəs;adjective
1;neſt;;;;n.;20.0;147;nest;nest;n E s t;nɛst;noun
2;nĕʹſtle;;;;v.;21.0;147;nestle;nestle;n E s @ l;nɛsəl;verb
2;nĕʹſtling;;;;n.;22.0;147;nestling;nestling;n E s t l i N;nɛstliŋ;noun
1;net;;;;n.;23.0;147;net;net;n E t;nɛt;noun
2;nĕʹttle;;;;v.;25.0;147;nettle;nettle;n E 4 @ l;nɛɾəl;verb
2;nĕʹvĕr;;;;p.;26.0;147;never;never;n E v 3:r;nɛvɜ:r;pronoun
2;neuʹt_e_r;L.;;;n.;28.0;147;neuter;neuter;n u 4 3:r;nuɾɜ:r;noun
2;neuʹtral;;;;a.;29.0;147;neutral;neutral;n u t r\ @ l;nutɹəl;adjective
4;neutrăʹlĭty;;;;n.;30.0;147;neutrality;neutrality;n u t r\ { l @ 4 i:;nutɹæləɾiː;noun
1;new;;;;a.;31.0;147;new;new;n u;nu;adjective
1;nĭb;;;;n.;33.0;147;nib;nib;n I b;nɪb;noun
2;nʹĭbble;;;;v.;34.0;147;nibble;nibble;n I b @ l;nɪbəl;verb
1;nīce;;;;a.;35.0;147;nice;nice;n aI s;n?s;adjective
3;nīʹcĕty;;;;n.;36.0;147;nicety;nicety;n aI s i 4 i:;n?siɾiː;noun
1;nĭche;F.;;;n.;38.0;147;niche;niche;n I tS;nɪ?;noun
4;nĭʹggărdlĭneſs;;;;n.;42.0;147;niggardliness;niggardliness;n I g 3:r d l i: n @ s;nɪgɜ:rdliːnəs;noun
3;nĭʹggărdly;;;;a.;43.0;147;niggardly;niggardly;n I g 3:r d l i:;nɪgɜ:rdliː;adjective
1;nī_gh_;;;;p.;44.0;147;nigh;nigh;n aI;n?;pronoun
1;nī_gh_t;;;;n.;45.0;147;night;night;n aI t;n?t;noun
3;nĭʹghtĭngale;;;;n.;46.0;147;nightingale;nightingale;n aI 4 i N g eI l;n?ɾiŋg?l;noun
2;nīʹ_gh_tmāre;;;;n.;47.0;147;nightmare;nightmare;n aI t m E r\;n?tmɛɹ;noun
2;nīʹghtſhāde;;;;n.;48.0;147;nightshade;nightshade;n aI tS eI d;n???d;noun
1;nĭll;;;;n.;49.0;147;nill;nill;n I l;nɪl;noun
2;nĭʹmble;L.;;;a.;51.0;147;nimble;nimble;n I m b @ l;nɪmbəl;adjective
3;nĭncŏmpooʹp;;;;n.;53.0;147;nincompoop;nincompoop;n I N k @ m p u p;nɪŋkəmpup;noun
1;nīne;;;;n.;54.0;147;nine;nine;n aI n;n?n;noun
2;nīnety;;nbSyll>1 et pas d'accent tonic;;n.;55.0;147;ninety;ninety;n aI n t i:;n?ntiː;noun
1;nĭp;;;;v.;57.0;147;nip;nip;n I p;nɪp;verb
2;nĭʹpple;;;;n.;59.0;147;nipple;nipple;n I p @ l;nɪpəl;noun
2;nīʹsŭs;L.;;;n.;62.0;147;nisus;nisus;n I s @ s;nɪsəs;noun
1;nĭt;;;;n.;63.0;147;nit;nit;n I t;nɪt;noun
2;nīʹtr_o_us;;;;a.;65.0;147;nitrous;nitrous;n I t r\ @ s;nɪtɹəs;adjective
4;nobĭʹlĭty;L.;;;n.;66.0;147;nobility;nobility;n @U b I l @ 4 i:;noʊbɪləɾiː;noun
2;nōʹble;;;;n.;67.0;147;noble;noble;n @U b @ l;noʊbəl;noun
3;nōʹbl_e_neſs;;;;n.;68.0;147;nobleness;nobleness;n @U b @ l n @ s;noʊbəlnəs;noun
3;nŏctŭʹrnal;L.;;;a.;71.0;147;nocturnal;nocturnal;n A k t 3:r n @ l;nɑktɜ:rnəl;adjective
1;nŏd;;;;n.;72.0;147;nod;nod;n A d;nɑd;noun
1;nōde;;;;n.;73.0;147;node;node;n @U d;noʊd;noun
2;nōʹdūle;L.;;;n.;3.0;148;nodule;nodule;n A dZ u l;nɑ?ul;noun
1;noiſe;;;;n.;6.0;148;noise;noise;n OI z;n?z;noun
1;nōme;;;;n.;10.0;148;nome;nome;n @U m;noʊm;noun
4;nomĕnclāʹtūre;L.;;;n.;11.0;148;nomenclature;nomenclature;n @U m @ n k l eI tS 3:r;noʊmənkl??ɜ:r;noun
3;nŏʹmĭnal;L.;;;a.;12.0;148;nominal;nominal;n A m @ n @ l;nɑmənəl;adjective
3;nŏʹmĭnāte;L.;;;v.;13.0;148;nominate;nominate;n A m @ n @ t;nɑmənət;verb
5;nŏmĭnāʹtion;;;;n.;14.0;148;nomination;nomination;n A m @ n eI S @ n;nɑmən?ʃən;noun
4;nŏncŏnfŏʹrmiſt;L.;;;n.;20.0;148;nonconformist;nonconformist;n A n k @ n f O: r\ m i s t;nɑnkənfOːɹmist;noun
1;nōne;L.;;;n.;21.0;148;none;none;n V n;nʌn;noun
4;nŏnĕʹntĭty;;;;n.;22.0;148;nonentity;nonentity;n A n E n t @ 4 i:;nɑnɛntəɾiː;noun
4;nonrĕʹsĭdent;;;;n.;27.0;148;nonresident;nonresident;n A n r\ E z @ d @ n t;nɑnɹɛzədənt;noun
1;nook;L.;;;n.;30.0;148;nook;nook;n U k;nʊk;noun
1;noon;;;;n.;31.0;148;noon;noon;n u n;nun;noun
1;nooſe;;;;n.;32.0;148;noose;noose;n u s;nus;noun
2;nŏʹrmăl;L.;;;a.;34.0;148;normal;normal;n O: r\ m @ l;nOːɹməl;adjective
1;nŏrth;;;;n.;36.0;148;north;north;n O: r\ T;nOːɹθ;noun
2;noʹrthward;;;;a.;37.0;148;northward;northward;n O: r\ T w 3:r d;nOːɹθwɜ:rd;adjective
2;nŏʹrthĕrn;;;;a.;38.0;148;northern;northern;n O: r\ D 3:r n;nOːɹðɜ:rn;adjective
1;nōſe;;;;n.;39.0;148;nose;nose;n @U z;noʊz;noun
2;nōʹſ_e_gay;;;;n.;40.0;148;nosegay;nosegay;n @U z g eI;noʊzg?;noun
2;nŏʹſtrils;;;;n.;41.0;148;nostrils;nostrils;n A s t r\ @ l z;nɑstɹəlz;noun
3;nŏʹtable;L.;;;a.;43.0;148;notable;notable;n @U 4 @ b @ l;noʊɾəbəl;adjective
3;nŏʹtăry;L.;;;n.;44.0;148;notary;notary;n @U 4 3:r i:;noʊɾɜ:riː;noun
4;notāʹtion;;;;n.;45.0;148;notation;notation;n @U t eI S @ n;noʊt?ʃən;noun
1;nŏtch;;;;n.;46.0;148;notch;notch;n A tS;nɑ?;noun
1;nōte;L.;;;n.;47.0;148;note;note;n @U t;noʊt;noun
1;nōtes;;;;n.;48.0;148;notes;notes;n @U t s;noʊts;noun
2;nŏʹted;;;;a.;49.0;148;noted;noted;n @U 4 @ d;noʊɾəd;adjective
2;nŏʹthing;;;;n.;50.0;148;nothing;nothing;n V T i N;nʌθiŋ;noun
2;nŏʹtĭce;L.;;;n.;51.0;148;notice;notice;n @U 4 @ s;noʊɾəs;noun
3;nŏʹtĭfy;;;;v.;52.0;148;notify;notify;n @U 4 @ f aI;noʊɾəf?;verb
3;nōʹtion;;;;n.;53.0;148;notion;notion;n @U S @ n;noʊʃən;noun
5;nŏtŏrīʹety;;;;n.;55.0;148;notoriety;notoriety;n @U 4 3:r aI @ 4 i:;noʊɾɜ:r?əɾiː;noun
4;notōʹrĭous;L.;;;a.;56.0;148;notorious;notorious;n @U t O: r\ i: @ s;noʊtOːɹiːəs;adjective
4;nŏtwĭthſtăʹnding;;;;p.;57.0;148;notwithstanding;notwithstanding;n A t w i T s t { n d i N;nɑtwiθstændiŋ;pronoun
2;nŏʹvel;;;;n.;59.0;148;novel;novel;n A v @ l;nɑvəl;noun
3;nŏʹvĕlty;;;;n.;60.0;148;novelty;novelty;n A v @ l t i:;nɑvəltiː;noun
3;nŏvĕʹmb_e_r;;;;n.;61.0;148;november;november;n @U v E m b 3:r;noʊvɛmbɜ:r;noun
2;nŏʹvĭce;L.;;;n.;63.0;148;novice;novice;n A v @ s;nɑvəs;noun
2;nо_u_ʹrĭſh;F.;;;v.;66.0;148;nourish;nourish;n 3:r i S;nɜ:riʃ;verb
3;nŏ_u_ʹrĭſhment;;;;n.;67.0;148;nourishment;nourishment;n 3:r i S m @ n t;nɜ:riʃmənt;noun
3;nŏʹxĭ_o_us;L.;;;a.;68.0;148;noxious;noxious;n A k S @ s;nɑkʃəs;adjective
3;nūʹdĭty;;;;n.;73.0;148;nudity;nudity;n u 4 i 4 i:;nuɾiɾiː;noun
2;nŭʹmb_e_r;L.;;;n.;6.0;149;number;number;n V m b 3:r;nʌmbɜ:r;noun
3;nūʹmĕral;;;;a.;9.0;149;numeral;numeral;n u m 3:r @ l;numɜ:rəl;adjective
4;nūmĕʹrĭcal;;;;a.;12.0;149;numerical;numerical;n u m E r\ @ k @ l;numɛɹəkəl;adjective
3;nūʹmĕr_o_us;;;;a.;13.0;149;numerous;numerous;n u m 3:r @ s;numɜ:rəs;adjective
1;nŭn;;;;n.;15.0;149;nun;nun;n V n;nʌn;noun
3;nŭʹncĭo;;;;n.;18.0;149;nuncio;nuncio;n V n s i: @U;nʌnsiːoʊ;noun
3;nŭʹnnĕry;;;;n.;20.0;149;nunnery;nunnery;n V n 3:r i:;nʌnɜ:riː;noun
3;nŭʹptial;;;;a.;21.0;149;nuptial;nuptial;n V p tS @ l;nʌp?əl;adjective
1;nŭrſe;F.;;;n.;22.0;149;nurse;nurse;n 3:r s;nɜ:rs;noun
3;nŭʹrsĕry;;;;n.;23.0;149;nursery;nursery;n 3:r s 3:r i:;nɜ:rsɜ:riː;noun
2;nŭʹrtūre;F.;;;n.;24.0;149;nurture;nurture;n 3:r tS 3:r;nɜ:r?ɜ:r;noun
1;nŭt;;;;n.;25.0;149;nut;nut;n V t;nʌt;noun
2;nŭʹtmĕg;;;;n.;26.0;149;nutmeg;nutmeg;n V t m E g;nʌtmɛg;noun
3;nūʹtrĭmĕnt;L.;;;n.;27.0;149;nutriment;nutriment;n u t r\ @ m @ n t;nutɹəmənt;noun
4;nūtrĭʹtion;L.;;;n.;28.0;149;nutrition;nutrition;n u t r\ I S @ n;nutɹɪʃən;noun
4;nūtrĭʹti_o_us;L.;;;a.;29.0;149;nutritious;nutritious;n u t r\ I S @ s;nutɹɪʃəs;adjective
2;nŭʹzzle;;;;v.;30.0;149;nuzzle;nuzzle;n V z @ l;nʌzəl;verb
1;nymphs;;;;n.;32.0;149;nymphs;nymphs;n I m f s;nɪmfs;noun
1;oak;;;;n.;3.0;149;oak;oak;@U k;oʊk;noun
1;oar;;;;n.;6.0;149;oar;oar;O: r\;Oːɹ;noun
1;oath;;;;n.;7.0;149;oath;oath;@U T;oʊθ;noun
2;oaʹtmeal;;;;n.;8.0;149;oatmeal;oatmeal;@U t m i: l;oʊtmiːl;noun
1;oats;;;;n.;9.0;149;oats;oats;@U t s;oʊts;noun
4;obēʹdĭence;L.;;;n.;12.0;149;obedience;obedience;@U b i: 4 i: @ n s;oʊbiːɾiːəns;noun
4;obēʹdĭent;;;;a.;13.0;149;obedient;obedient;@U b i: 4 i: @ n t;oʊbiːɾiːənt;adjective
2;obeʹy;;;;v.;17.0;149;obey;obey;@U b eI;oʊb?;verb
2;ŏʹbjĕct;;;;n.;18.0;149;object;object;A b dZ E k t;ɑb?ɛkt;noun
2;ŏbjĕʹct;;;;v.;19.0;149;object;object;A b dZ E k t;ɑb?ɛkt;verb
4;ŏbjĕʹction;;;;n.;20.0;149;objection;objection;@ b dZ E k S @ n;əb?ɛkʃən;noun
3;objĕʹctive;;;;a.;21.0;149;objective;objective;@ b dZ E k t i v;əb?ɛktiv;adjective
3;objeʹctor;L.;;;n.;22.0;149;objector;objector;@ b dZ E k t 3:r;əb?ɛktɜ:r;noun
2;oʹbit;;;;n.;23.0;149;obit;obit;@U b @ t;oʊbət;noun
5;obĭʹtūăry;;;;n.;24.0;149;obituary;obituary;@U b I tS u E r\ i:;oʊbɪ?uɛɹiː;noun
3;ŏʹblĭgāte;;;;v.;28.0;149;obligate;obligate;A b l @ g eI t;ɑbləg?t;verb
5;ŏblĭgāʹtion;L.;;;n.;29.0;149;obligation;obligation;A b l @ g eI S @ n;ɑbləg?ʃən;noun
5;oblĭʹgătŏry;;;;a.;30.0;149;obligatory;obligatory;@ b l I g @ t O: r\ i:;əblɪgətOːɹiː;adjective
2;oblīʹge;L.;;;v.;31.0;149;oblige;oblige;@ b l aI dZ;əbl??;verb
3;oblīʹging;;;;a.;34.0;149;obliging;obliging;@ b l aI dZ i N;əbl??iŋ;adjective
2;oblĭʹq_ue_;;;;a.;35.0;149;oblique;oblique;@ b l i: k;əbliːk;adjective
4;oblĭʹtĕrāte;L.;;;v.;37.0;149;obliterate;obliterate;@ b l I 4 3:r eI t;əblɪɾɜ:r?t;verb
4;oblĭʹvĭon;L.;;;n.;38.0;149;oblivion;oblivion;@ b l I v i: @ n;əblɪviːən;noun
2;oʹblong;L.;;;n.;39.0;149;oblong;oblong;A b l O: N;ɑblOːŋ;noun
4;obnŏʹxĭ_o_us;L.;;;a.;3.0;150;obnoxious;obnoxious;A b n A k S @ s;ɑbnɑkʃəs;adjective
2;obſcēʹne;;;;a.;6.0;150;obscene;obscene;A b s i: n;ɑbsiːn;adjective
4;obſcēʹnĭty;;;;n.;7.0;150;obscenity;obscenity;@ b s E n i 4 i:;əbsɛniɾiː;noun
2;obſcūre;;nbSyll>1 et pas d'accent tonic;;a.;8.0;150;obscure;obscure;@ b s k j U r\;əbskjʊɹ;adjective
4;obſcūʹrĭty;;;;n.;9.0;150;obscurity;obscurity;@ b s k j U r\ @ 4 i:;əbskjʊɹəɾiː;noun
4;obsĕʹquĭ_o_us;L.;;;a.;12.0;150;obsequious;obsequious;@ b s i: k w i: @ s;əbsiːkwiːəs;adjective
4;obsĕʹrvable;;;;a.;13.0;150;observable;observable;@ b z 3:r v @ b @ l;əbzɜ:rvəbəl;adjective
3;obsĕʹrvănce;L.;;;n.;14.0;150;observance;observance;@ b z 3:r v @ n s;əbzɜ:rvəns;noun
4;obsĕʹrvănces;F.;;;n.;15.0;150;observances;observances;@ b z 3:r v @ n s i z;əbzɜ:rvənsiz;noun
3;obsĕʹrvănt;L.;;;a.;16.0;150;observant;observant;@ b z 3:r v @ n t;əbzɜ:rvənt;adjective
5;obsĕrvāʹtion;;;;n.;18.0;150;observation;observation;A b z 3:r v eI S @ n;ɑbzɜ:rv?ʃən;noun
5;obsĕʹrvătory;;;;n.;20.0;150;observatory;observatory;@ b z 3:r v @ t O: r\ i:;əbzɜ:rvətOːɹiː;noun
2;obsĕʹrve;L.;;;v.;21.0;150;observe;observe;@ b z 3:r v;əbzɜ:rv;verb
3;obsĕʹrver;;;;n.;22.0;150;observer;observer;@ b z 3:r v 3:r;əbzɜ:rvɜ:r;noun
4;obsĕʹſſion;;;;n.;23.0;150;obsession;obsession;@ b s E S @ n;əbsɛʃən;noun
3;oʹbsŏlēte;;;;a.;25.0;150;obsolete;obsolete;A b s @ l i: t;ɑbsəliːt;adjective
3;ŏʹbſtăcle;L.;;;n.;26.0;150;obstacle;obstacle;A b s t @ k @ l;ɑbstəkəl;noun
4;ŏʹbſtĭnăcy;;;;n.;27.0;150;obstinacy;obstinacy;A b s t @ n @ s i:;ɑbstənəsiː;noun
3;ŏʹbſtĭnāte;L.;;;a.;28.0;150;obstinate;obstinate;A b s t @ n @ t;ɑbstənət;adjective
4;obſtrĕʹpĕr_o_us;L.;;;a.;29.0;150;obstreperous;obstreperous;@ b s t r\ E p 3:r @ s;əbstɹɛpɜ:rəs;adjective
2;obſtrŭʹct;L.;;;v.;30.0;150;obstruct;obstruct;@ b s t r\ V k t;əbstɹʌkt;verb
4;obſtrŭʹction;;;;n.;31.0;150;obstruction;obstruction;@ b s t r\ V k S @ n;əbstɹʌkʃən;noun
3;obſtrŭʹctive;;;;a.;32.0;150;obstructive;obstructive;@ b s t r\ V k t i v;əbstɹʌktiv;adjective
2;obtaĭʹn;L.;;;v.;33.0;150;obtain;obtain;@ b t eI n;əbt?n;verb
2;obtrūʹde;L.;;;v.;36.0;150;obtrude;obtrude;@ b t r\ u d;əbtɹud;verb
2;obtūʹſe;L.;;;a.;38.0;150;obtuse;obtuse;A b t u s;ɑbtus;adjective
3;oʹbvĭāte;F.;;;v.;40.0;150;obviate;obviate;A b v i: eI t;ɑbviː?t;verb
3;oʹbvĭ_o_us;L.;;;a.;41.0;150;obvious;obvious;A b v i: @ s;ɑbviːəs;adjective
4;ŏccāʹſion;;;;n.;44.0;150;occasion;occasion;@ k eI Z @ n;ək?ʒən;noun
5;ŏccāʹſional;;;;a.;45.0;150;occasional;occasional;@ k eI Z @ n @ l;ək?ʒənəl;adjective
4;ŏccāʹſions;;;;n.;46.0;150;occasions;occasions;@ k eI Z @ n z;ək?ʒənz;noun
3;ŏʹccĭdent;L.;;;n.;47.0;150;occident;occident;A k s @ d E n t;ɑksədɛnt;noun
4;ŏccĭdĕʹntal;;;;a.;48.0;150;occidental;occidental;A k s @ d E n t @ l;ɑksədɛntəl;adjective
2;ŏccŭʹlt;L.;;;a.;50.0;150;occult;occult;@ k V l t;əkʌlt;adjective
3;ŏʹccūpănt;;;;n.;52.0;150;occupant;occupant;A k j @ p @ n t;ɑkjəpənt;noun
5;ŏccūpāʹtion;;;;n.;53.0;150;occupation;occupation;A k j @ p eI S @ n;ɑkjəp?ʃən;noun
4;ŏʹccūpīer;;;;n.;54.0;150;occupier;occupier;A k j @ p aI 3:r;ɑkjəp?ɜ:r;noun
3;ŏʹccūpy;L.;;;v.;55.0;150;occupy;occupy;A k j @ p aI;ɑkjəp?;verb
4;ŏʹccūpȳing;;;;n.;56.0;150;occupying;occupying;A k j @ p aI i N;ɑkjəp?iŋ;noun
2;ŏccŭʹr;;;;v.;57.0;150;occur;occur;@ k 3:r;əkɜ:r;verb
3;occŭʹrrĕnce;;;;n.;58.0;150;occurrence;occurrence;@ k 3:r @ n s;əkɜ:rəns;noun
3;ocėȧn;;nbSyll>1 et pas d'accent tonic;;n.;59.0;150;ocean;ocean;@U S @ n;oʊʃən;noun
3;ŏʹctăgon;G.;;;n.;61.0;150;octagon;octagon;A k t @ g A n;ɑktəgɑn;noun
4;octăhēʹdron;G.;;;n.;62.0;150;octahedron;octahedron;A k t @ h i: d r\ @ n;ɑktəhiːdɹən;noun
3;octōʹb_e_r;;;;n.;66.0;150;october;october;A k t @U b 3:r;ɑktoʊbɜ:r;noun
1;odd;;;;a.;71.0;150;odd;odd;A d;ɑd;adjective
1;ode;G.;;;n.;73.0;150;ode;ode;@U d;oʊd;noun
3;oʹdĭ_o_us;L.;;;a.;2.0;151;odious;odious;@U 4 i: @ s;oʊɾiːəs;adjective
2;ŏffĕʹnce;L.;;;n.;12.0;151;offence;offence;@ f E n s;əfɛns;noun
2;ŏffĕʹnd;L.;;;v.;13.0;151;offend;offend;@ f E n d;əfɛnd;verb
3;offĕʹnsĭve;;;;a.;14.0;151;offensive;offensive;@ f E n s i v;əfɛnsiv;adjective
2;ŏʹff_e_r;L.;;;v.;15.0;151;offer;offer;O: f 3:r;Oːfɜ:r;verb
3;oʹff_e_ring;;;;n.;16.0;151;offering;offering;O: f 3:r i N;Oːfɜ:riŋ;noun
2;ŏʹffĭce;L.;;;n.;18.0;151;office;office;O: f @ s;Oːfəs;noun
3;ŏʹffĭcer;;;;n.;19.0;151;officer;officer;O: f @ s 3:r;Oːfəsɜ:r;noun
4;offĭʹcĭal;;;;n.;20.0;151;official;official;@ f I S @ l;əfɪʃəl;noun
4;offĭʹcĭāte;;;;v.;21.0;151;officiate;officiate;@ f I S i: eI t;əfɪʃiː?t;verb
2;ŏʹffing;;;;n.;24.0;151;offing;offing;O: f i N;Oːfiŋ;noun
2;ŏʹffsĕts;;;;n.;26.0;151;offsets;offsets;O: f s E t s;Oːfsɛts;noun
2;ŏʹffsprĭng;;;;n.;27.0;151;offspring;offspring;O: f s p r\ I N;Oːfspɹɪŋ;noun
1;oft;;;;p.;28.0;151;oft;oft;O: f t;Oːft;pronoun
2;ŏʹgle;;;;v.;30.0;151;ogle;ogle;@U g @ l;oʊgəl;verb
1;oil;;;;n.;31.0;151;oil;oil;OI l;?l;noun
2;oiʹly;;;;a.;32.0;151;oily;oily;OI l i:;?liː;adjective
2;oiʹntment;;;;n.;33.0;151;ointment;ointment;OI n t m @ n t;?ntmənt;noun
1;old;;;;a.;37.0;151;old;old;@U l d;oʊld;adjective
4;olfăʹctŏry;;;;a.;39.0;151;olfactory;olfactory;@U l f { k t 3:r i:;oʊlfæktɜ:riː;adjective
4;olĭgăʹrc_h_y;G.;;;n.;42.0;151;oligarchy;oligarchy;A l @ g A r\ k i:;ɑləgɑɹkiː;noun
2;oʹlĭve;;;;n.;44.0;151;olive;olive;A l @ v;ɑləv;noun
3;oʹmĕlet;F.;;;n.;48.0;151;omelet;omelet;A m l @ t;ɑmlət;noun
2;oʹmĕn;L.;;;n.;49.0;151;omen;omen;@U m @ n;oʊmən;noun
2;oʹmĕr;;;;n.;51.0;151;omer;omer;@U m 3:r;oʊmɜ:r;noun
4;omĭʹſſion;L.;;;n.;53.0;151;omission;omission;@U m I S @ n;oʊmɪʃən;noun
2;omĭʹt;;;;v.;54.0;151;omit;omit;@U m I t;oʊmɪt;verb
4;omnĭʹpŏtĕnce;L.;;;n.;56.0;151;omnipotence;omnipotence;A m n I p @ t @ n s;ɑmnɪpətəns;noun
4;ŏmnĭʹpŏtĕnt;L.;;;n.;57.0;151;omnipotent;omnipotent;A m n I p @ t @ n t;ɑmnɪpətənt;noun
4;omnĭprĕʹsĕnce;L.;;;n.;58.0;151;omnipresence;omnipresence;A m n @ p r\ E z @ n s;ɑmnəpɹɛzəns;noun
